driver_actions,objects_in_scene,hand_on_gear,hands_using_wheel,talking,gaze_on_road,eyes_state,yawning,road_type,weather,time_of_day,traffic_density,car_speed,risk_score
phonecall_right,phone,NA,hand_on_gear,Yawning,looking_road,open,not_yawning,highway,rain,morning,medium,severe_over,0.316
phonecall_right,phone,NA,hand_on_gear,Yawning,looking_road,opening,not_yawning,urban,snow,evening,high,severe_over,0.43
phonecall_right,phone,NA,hand_on_gear,Yawning,looking_road,undefined,not_yawning,highway,fog,evening,high,severe_over,0.434
phonecall_right,phone,NA,none,talking,not_looking_road,close,not_yawning,rural,clear,evening,low,none,0.537
phonecall_right,phone,NA,none,talking,not_looking_road,closing,not_yawning,highway,clear,afternoon,high,severe_over,0.68
phonecall_right,phone,NA,none,talking,not_looking_road,open,not_yawning,highway,rain,evening,high,none,0.594
phonecall_right,phone,NA,none,talking,not_looking_road,opening,not_yawning,highway,clear,morning,high,none,0.545
phonecall_right,phone,NA,none,talking,not_looking_road,undefined,not_yawning,urban,fog,morning,medium,severe_over,0.639
phonecall_right,phone,NA,none,not_talking,not_looking_road,close,not_yawning,highway,rain,evening,high,severe_over,0.709
phonecall_right,phone,NA,none,not_talking,not_looking_road,closing,not_yawning,highway,rain,morning,high,none,0.586
phonecall_right,phone,NA,none,not_talking,not_looking_road,open,not_yawning,highway,fog,night,high,none,0.602
phonecall_right,phone,NA,none,not_talking,not_looking_road,opening,not_yawning,highway,clear,morning,high,under,0.537
phonecall_right,phone,NA,none,not_talking,not_looking_road,undefined,not_yawning,highway,snow,evening,high,none,0.635
phonecall_right,phone,NA,none,Yawning,not_looking_road,close,not_yawning,highway,clear,afternoon,medium,none,0.541
phonecall_right,phone,NA,none,Yawning,not_looking_road,closing,not_yawning,urban,clear,afternoon,low,under,0.525
phonecall_right,phone,NA,none,Yawning,not_looking_road,open,not_yawning,rural,rain,night,high,under,0.566
phonecall_right,phone,NA,none,Yawning,not_looking_road,opening,not_yawning,urban,rain,morning,high,severe_over,0.611
phonecall_right,phone,NA,none,Yawning,not_looking_road,undefined,not_yawning,highway,rain,afternoon,medium,severe_over,0.631
phonecall_right,phone,NA,only_left,talking,not_looking_road,close,not_yawning,urban,clear,afternoon,high,severe_over,0.508
phonecall_right,phone,NA,only_left,talking,not_looking_road,closing,not_yawning,urban,rain,afternoon,high,none,0.467
phonecall_right,phone,NA,only_left,talking,not_looking_road,open,not_yawning,rural,rain,afternoon,medium,severe_over,0.443
phonecall_right,phone,NA,only_left,talking,not_looking_road,opening,not_yawning,urban,clear,evening,high,none,0.414
phonecall_right,phone,NA,only_left,talking,not_looking_road,undefined,not_yawning,highway,rain,evening,high,none,0.48
phonecall_right,phone,NA,only_left,not_talking,not_looking_road,close,not_yawning,highway,clear,afternoon,medium,severe_over,0.475
phonecall_right,phone,NA,only_left,not_talking,not_looking_road,closing,not_yawning,highway,fog,evening,low,none,0.459
phonecall_right,phone,NA,only_left,not_talking,not_looking_road,open,not_yawning,highway,rain,morning,high,severe_over,0.455
phonecall_right,phone,NA,only_left,not_talking,not_looking_road,opening,not_yawning,urban,clear,evening,high,severe_over,0.463
phonecall_right,phone,NA,only_left,not_talking,not_looking_road,undefined,not_yawning,highway,clear,afternoon,medium,none,0.361
phonecall_right,phone,NA,only_left,Yawning,not_looking_road,close,not_yawning,rural,rain,morning,medium,severe_over,0.455
phonecall_right,phone,NA,only_left,Yawning,not_looking_road,closing,not_yawning,highway,clear,afternoon,high,under,0.443
phonecall_right,phone,NA,only_left,Yawning,not_looking_road,open,not_yawning,highway,fog,evening,high,severe_over,0.516
phonecall_right,phone,NA,only_left,Yawning,not_looking_road,opening,not_yawning,rural,clear,evening,medium,over,0.389
phonecall_right,phone,NA,only_left,Yawning,not_looking_road,undefined,not_yawning,rural,rain,afternoon,high,none,0.385
phonecall_right,phone,NA,hand_on_gear,talking,not_looking_road,close,not_yawning,highway,rain,evening,medium,under,0.496
phonecall_right,phone,NA,hand_on_gear,talking,not_looking_road,closing,not_yawning,urban,rain,evening,low,severe_over,0.512
phonecall_right,phone,NA,hand_on_gear,talking,not_looking_road,open,not_yawning,highway,fog,evening,medium,severe_over,0.508
phonecall_right,phone,NA,hand_on_gear,talking,not_looking_road,opening,not_yawning,urban,rain,afternoon,high,severe_over,0.5
phonecall_right,phone,NA,hand_on_gear,talking,not_looking_road,undefined,not_yawning,urban,clear,afternoon,medium,over,0.402
phonecall_right,phone,NA,hand_on_gear,not_talking,not_looking_road,close,not_yawning,highway,clear,evening,high,severe_over,0.504
phonecall_right,phone,NA,hand_on_gear,not_talking,not_looking_road,closing,not_yawning,rural,snow,afternoon,high,severe_over,0.525
phonecall_right,phone,NA,hand_on_gear,not_talking,not_looking_road,open,not_yawning,highway,rain,morning,high,severe_over,0.439
phonecall_right,phone,NA,hand_on_gear,not_talking,not_looking_road,opening,not_yawning,urban,clear,evening,high,severe_over,0.447
phonecall_right,phone,NA,hand_on_gear,not_talking,not_looking_road,undefined,not_yawning,highway,rain,afternoon,high,none,0.41
phonecall_right,phone,NA,hand_on_gear,Yawning,not_looking_road,close,not_yawning,highway,fog,evening,medium,severe_over,0.541
phonecall_right,phone,NA,hand_on_gear,Yawning,not_looking_road,closing,not_yawning,highway,fog,morning,high,severe_over,0.525
phonecall_right,phone,NA,hand_on_gear,Yawning,not_looking_road,open,not_yawning,urban,rain,afternoon,high,severe_over,0.434
phonecall_right,phone,NA,hand_on_gear,Yawning,not_looking_road,opening,not_yawning,urban,clear,afternoon,medium,over,0.369
phonecall_right,phone,NA,hand_on_gear,Yawning,not_looking_road,undefined,not_yawning,highway,rain,afternoon,high,none,0.41
phonecall_left,phone,NA,none,talking,looking_road,close,not_yawning,urban,fog,morning,medium,severe_over,0.574
phonecall_left,phone,NA,none,talking,looking_road,closing,not_yawning,highway,rain,evening,high,none,0.561
phonecall_left,phone,NA,none,talking,looking_road,open,not_yawning,urban,rain,evening,medium,none,0.447
phonecall_left,phone,NA,none,talking,looking_road,opening,not_yawning,rural,rain,morning,medium,severe_over,0.504
phonecall_left,phone,NA,none,talking,looking_road,undefined,not_yawning,urban,fog,afternoon,high,severe_over,0.586
phonecall_left,phone,NA,none,not_talking,looking_road,close,not_yawning,highway,rain,evening,high,none,0.529
phonecall_left,phone,NA,none,not_talking,looking_road,closing,not_yawning,rural,rain,afternoon,medium,severe_over,0.525
phonecall_left,phone,NA,none,not_talking,looking_road,open,not_yawning,urban,fog,morning,low,none,0.377
phonecall_left,phone,NA,none,not_talking,looking_road,opening,not_yawning,highway,clear,evening,high,severe_over,0.537
phonecall_left,phone,NA,none,not_talking,looking_road,undefined,not_yawning,highway,clear,evening,high,under,0.48
phonecall_left,phone,NA,none,Yawning,looking_road,close,not_yawning,highway,fog,morning,high,severe_over,0.59
phonecall_left,phone,NA,none,Yawning,looking_road,closing,not_yawning,urban,fog,evening,medium,severe_over,0.582
phonecall_left,phone,NA,none,Yawning,looking_road,open,not_yawning,highway,snow,morning,high,none,0.463
phonecall_left,phone,NA,none,Yawning,looking_road,opening,not_yawning,highway,fog,morning,high,under,0.5
phonecall_left,phone,NA,none,Yawning,looking_road,undefined,not_yawning,rural,clear,morning,high,none,0.373
phonecall_left,phone,NA,only_right,talking,looking_road,close,not_yawning,rural,clear,morning,high,none,0.291
phonecall_left,phone,NA,only_right,talking,looking_road,closing,not_yawning,highway,clear,afternoon,low,under,0.336
phonecall_left,phone,NA,only_right,talking,looking_road,open,not_yawning,urban,rain,morning,medium,none,0.258
phonecall_left,phone,NA,only_right,talking,looking_road,opening,not_yawning,highway,clear,afternoon,low,severe_over,0.361
phonecall_left,phone,NA,only_right,talking,looking_road,undefined,not_yawning,highway,clear,morning,medium,none,0.275
phonecall_left,phone,NA,only_right,not_talking,looking_road,close,not_yawning,highway,fog,morning,high,severe_over,0.443
phonecall_left,phone,NA,only_right,not_talking,looking_road,closing,not_yawning,urban,rain,morning,high,severe_over,0.398
phonecall_left,phone,NA,only_right,not_talking,looking_road,open,not_yawning,highway,rain,morning,low,under,0.258
phonecall_left,phone,NA,only_right,not_talking,looking_road,opening,not_yawning,highway,fog,evening,medium,under,0.369
phonecall_left,phone,NA,only_right,not_talking,looking_road,undefined,not_yawning,urban,fog,morning,high,under,0.328
phonecall_left,phone,NA,only_right,Yawning,looking_road,close,not_yawning,highway,rain,evening,medium,none,0.357
phonecall_left,phone,NA,only_right,Yawning,looking_road,closing,not_yawning,urban,fog,night,high,severe_over,0.48
phonecall_left,phone,NA,only_right,Yawning,looking_road,open,not_yawning,highway,rain,evening,high,none,0.316
phonecall_left,phone,NA,only_right,Yawning,looking_road,opening,not_yawning,highway,clear,morning,high,severe_over,0.348
phonecall_left,phone,NA,only_right,Yawning,looking_road,undefined,not_yawning,highway,snow,evening,high,severe_over,0.471
phonecall_left,phone,NA,hand_on_gear,talking,looking_road,close,not_yawning,urban,fog,night,high,severe_over,0.496
phonecall_left,phone,NA,hand_on_gear,talking,looking_road,closing,not_yawning,urban,fog,evening,medium,none,0.369
phonecall_left,phone,NA,hand_on_gear,talking,looking_road,open,not_yawning,highway,rain,morning,high,under,0.316
phonecall_left,phone,NA,hand_on_gear,talking,looking_road,opening,not_yawning,rural,fog,morning,low,none,0.262
phonecall_left,phone,NA,hand_on_gear,talking,looking_road,undefined,not_yawning,urban,rain,morning,high,severe_over,0.381
phonecall_left,phone,NA,hand_on_gear,not_talking,looking_road,close,not_yawning,highway,snow,morning,high,severe_over,0.447
phonecall_left,phone,NA,hand_on_gear,not_talking,looking_road,closing,not_yawning,urban,fog,afternoon,medium,severe_over,0.398
phonecall_left,phone,NA,hand_on_gear,not_talking,looking_road,open,not_yawning,urban,snow,evening,high,under,0.34
phonecall_left,phone,NA,hand_on_gear,not_talking,looking_road,opening,not_yawning,highway,rain,morning,low,none,0.25
phonecall_left,phone,NA,hand_on_gear,not_talking,looking_road,undefined,not_yawning,urban,fog,morning,high,under,0.311
phonecall_left,phone,NA,hand_on_gear,Yawning,looking_road,close,not_yawning,rural,clear,evening,low,over,0.291
phonecall_left,phone,NA,hand_on_gear,Yawning,looking_road,closing,not_yawning,rural,clear,afternoon,high,none,0.262
phonecall_left,phone,NA,hand_on_gear,Yawning,looking_road,open,not_yawning,urban,rain,evening,high,severe_over,0.357
phonecall_left,phone,NA,hand_on_gear,Yawning,looking_road,opening,not_yawning,rural,clear,afternoon,medium,severe_over,0.287
phonecall_left,phone,NA,hand_on_gear,Yawning,looking_road,undefined,not_yawning,highway,clear,morning,high,severe_over,0.332
phonecall_left,phone,NA,none,talking,not_looking_road,close,not_yawning,urban,rain,evening,high,severe_over,0.717
phonecall_left,phone,NA,none,talking,not_looking_road,closing,not_yawning,highway,clear,morning,medium,under,0.578
phonecall_left,phone,NA,none,talking,not_looking_road,open,not_yawning,urban,clear,evening,high,under,0.553
phonecall_left,phone,NA,none,talking,not_looking_road,opening,not_yawning,highway,clear,evening,high,severe_over,0.668
phonecall_left,phone,NA,none,talking,not_looking_road,undefined,not_yawning,rural,rain,morning,high,severe_over,0.627
phonecall_left,phone,NA,none,not_talking,not_looking_road,close,not_yawning,highway,clear,evening,high,none,0.586
phonecall_left,phone,NA,none,not_talking,not_looking_road,closing,not_yawning,urban,clear,afternoon,medium,over,0.566
phonecall_left,phone,NA,none,not_talking,not_looking_road,open,not_yawning,highway,rain,morning,high,severe_over,0.602
phonecall_left,phone,NA,none,not_talking,not_looking_road,opening,not_yawning,urban,fog,evening,medium,severe_over,0.648
phonecall_left,phone,NA,none,not_talking,not_looking_road,undefined,not_yawning,highway,rain,afternoon,medium,severe_over,0.631
phonecall_left,phone,NA,none,Yawning,not_looking_road,close,not_yawning,rural,fog,evening,high,severe_over,0.689
phonecall_left,phone,NA,none,Yawning,not_looking_road,closing,not_yawning,highway,clear,afternoon,high,severe_over,0.648
phonecall_left,phone,NA,none,Yawning,not_looking_road,open,not_yawning,highway,fog,afternoon,medium,under,0.561
phonecall_left,phone,NA,none,Yawning,not_looking_road,opening,not_yawning,highway,clear,morning,high,none,0.512
phonecall_left,phone,NA,none,Yawning,not_looking_road,undefined,not_yawning,highway,rain,afternoon,high,severe_over,0.656
phonecall_left,phone,NA,only_right,talking,not_looking_road,close,not_yawning,highway,snow,evening,high,under,0.578
phonecall_left,phone,NA,only_right,talking,not_looking_road,closing,not_yawning,highway,clear,afternoon,medium,none,0.426
phonecall_left,phone,NA,only_right,talking,not_looking_road,open,not_yawning,highway,clear,morning,high,under,0.389
phonecall_left,phone,NA,only_right,talking,not_looking_road,opening,not_yawning,urban,clear,evening,high,severe_over,0.496
phonecall_left,phone,NA,only_right,talking,not_looking_road,undefined,not_yawning,highway,rain,afternoon,low,severe_over,0.5
phonecall_left,phone,NA,only_right,not_talking,not_looking_road,close,not_yawning,highway,fog,evening,medium,none,0.475
phonecall_left,phone,NA,only_right,not_talking,not_looking_road,closing,not_yawning,highway,rain,morning,low,under,0.422
phonecall_left,phone,NA,only_right,not_talking,not_looking_road,open,not_yawning,highway,rain,evening,medium,severe_over,0.471
phonecall_left,phone,NA,only_right,not_talking,not_looking_road,opening,not_yawning,urban,rain,morning,high,none,0.381
phonecall_left,phone,NA,only_right,not_talking,not_looking_road,undefined,not_yawning,highway,rain,evening,high,severe_over,0.529
phonecall_left,phone,NA,only_right,Yawning,not_looking_road,close,not_yawning,highway,rain,evening,high,under,0.504
phonecall_left,phone,NA,only_right,Yawning,not_looking_road,closing,not_yawning,highway,rain,morning,high,severe_over,0.52
phonecall_left,phone,NA,only_right,Yawning,not_looking_road,open,not_yawning,highway,fog,night,high,none,0.455
phonecall_left,phone,NA,only_right,Yawning,not_looking_road,opening,not_yawning,highway,fog,evening,high,severe_over,0.549
phonecall_left,phone,NA,only_right,Yawning,not_looking_road,undefined,not_yawning,urban,fog,evening,high,under,0.467
phonecall_left,phone,NA,hand_on_gear,talking,not_looking_road,close,not_yawning,highway,fog,morning,high,under,0.5
phonecall_left,phone,NA,hand_on_gear,talking,not_looking_road,closing,not_yawning,urban,clear,afternoon,medium,severe_over,0.467
phonecall_left,phone,NA,hand_on_gear,talking,not_looking_road,open,not_yawning,highway,rain,morning,high,under,0.414
phonecall_left,phone,NA,hand_on_gear,talking,not_looking_road,opening,not_yawning,urban,rain,night,medium,severe_over,0.516
phonecall_left,phone,NA,hand_on_gear,talking,not_looking_road,undefined,not_yawning,highway,rain,evening,medium,under,0.463
phonecall_left,phone,NA,hand_on_gear,not_talking,not_looking_road,close,not_yawning,highway,rain,morning,high,severe_over,0.504
phonecall_left,phone,NA,hand_on_gear,not_talking,not_looking_road,closing,not_yawning,highway,clear,morning,low,severe_over,0.422
phonecall_left,phone,NA,hand_on_gear,not_talking,not_looking_road,open,not_yawning,highway,fog,morning,high,none,0.377
phonecall_left,phone,NA,hand_on_gear,not_talking,not_looking_road,opening,not_yawning,highway,rain,morning,medium,under,0.389
phonecall_left,phone,NA,hand_on_gear,not_talking,not_looking_road,undefined,not_yawning,highway,fog,evening,medium,severe_over,0.508
phonecall_left,phone,NA,hand_on_gear,Yawning,not_looking_road,close,not_yawning,highway,snow,evening,high,none,0.504
phonecall_left,phone,NA,hand_on_gear,Yawning,not_looking_road,closing,not_yawning,highway,rain,morning,high,severe_over,0.504
phonecall_left,phone,NA,hand_on_gear,Yawning,not_looking_road,open,not_yawning,highway,snow,evening,high,severe_over,0.52
phonecall_left,phone,NA,hand_on_gear,Yawning,not_looking_road,opening,not_yawning,urban,fog,morning,medium,severe_over,0.443
phonecall_left,phone,NA,hand_on_gear,Yawning,not_looking_road,undefined,not_yawning,highway,clear,evening,high,under,0.414
unclassified,none,NA,both,talking,looking_road,close,NA,rural,snow,evening,medium,severe_over,0.553
unclassified,none,NA,both,talking,looking_road,closing,NA,urban,snow,afternoon,medium,severe_over,0.549
unclassified,none,NA,both,talking,looking_road,open,NA,highway,rain,morning,high,severe_over,0.471
unclassified,none,NA,both,talking,looking_road,opening,NA,urban,fog,evening,high,none,0.459
unclassified,none,NA,both,talking,looking_road,undefined,NA,urban,clear,evening,medium,over,0.422
unclassified,none,NA,both,talking,not_looking_road,close,NA,urban,snow,evening,medium,severe_over,0.668
unclassified,none,NA,both,talking,not_looking_road,closing,NA,highway,fog,afternoon,high,under,0.619
unclassified,none,NA,both,talking,not_looking_road,open,NA,highway,fog,evening,high,none,0.549
unclassified,none,NA,both,talking,not_looking_road,opening,NA,urban,rain,evening,high,severe_over,0.619
unclassified,none,NA,both,talking,not_looking_road,undefined,NA,urban,rain,morning,medium,severe_over,0.553
unclassified,none,NA,both,not_talking,looking_road,close,NA,urban,snow,evening,medium,severe_over,0.537
unclassified,none,NA,both,not_talking,looking_road,closing,NA,highway,rain,evening,high,under,0.488
unclassified,none,NA,both,not_talking,looking_road,open,NA,highway,rain,morning,medium,under,0.357
unclassified,none,NA,both,not_talking,looking_road,opening,NA,rural,fog,evening,high,severe_over,0.492
unclassified,none,NA,both,not_talking,looking_road,undefined,NA,urban,fog,morning,medium,under,0.385
unclassified,none,NA,both,not_talking,not_looking_road,close,NA,highway,clear,evening,medium,severe_over,0.578
unclassified,none,NA,both,not_talking,not_looking_road,closing,NA,urban,clear,evening,high,severe_over,0.578
unclassified,none,NA,both,not_talking,not_looking_road,open,NA,urban,clear,morning,high,severe_over,0.471
unclassified,none,NA,both,not_talking,not_looking_road,opening,NA,urban,rain,evening,medium,none,0.48
unclassified,none,NA,both,not_talking,not_looking_road,undefined,NA,highway,fog,afternoon,high,none,0.529
unclassified,none,NA,both,Yawning,looking_road,close,NA,urban,clear,afternoon,medium,severe_over,0.434
unclassified,none,NA,both,Yawning,looking_road,closing,NA,highway,rain,morning,high,under,0.447
unclassified,none,NA,both,Yawning,looking_road,open,NA,highway,fog,evening,high,severe_over,0.5
unclassified,none,NA,both,Yawning,looking_road,opening,NA,highway,clear,evening,high,severe_over,0.471
unclassified,none,NA,both,Yawning,looking_road,undefined,NA,urban,rain,morning,high,none,0.365
unclassified,none,NA,both,Yawning,not_looking_road,close,NA,urban,rain,evening,high,none,0.537
unclassified,none,NA,both,Yawning,not_looking_road,closing,NA,rural,clear,evening,high,under,0.504
unclassified,none,NA,both,Yawning,not_looking_road,open,NA,urban,rain,evening,high,severe_over,0.553
unclassified,none,NA,both,Yawning,not_looking_road,opening,NA,urban,rain,evening,medium,none,0.48
unclassified,none,NA,both,Yawning,not_looking_road,undefined,NA,urban,clear,evening,high,severe_over,0.545
unclassified,none,NA,only_left,talking,looking_road,close,NA,urban,snow,morning,high,severe_over,0.57
unclassified,none,NA,only_left,talking,looking_road,closing,NA,urban,clear,evening,medium,under,0.447
unclassified,none,NA,only_left,talking,looking_road,open,NA,rural,rain,evening,high,severe_over,0.488
unclassified,none,NA,only_left,talking,looking_road,opening,NA,urban,clear,evening,high,severe_over,0.496
unclassified,none,NA,only_left,talking,looking_road,undefined,NA,rural,clear,afternoon,high,severe_over,0.459
unclassified,none,NA,only_left,talking,not_looking_road,close,NA,urban,clear,afternoon,medium,under,0.525
unclassified,none,NA,only_left,talking,not_looking_road,closing,NA,urban,snow,morning,high,none,0.586
unclassified,none,NA,only_left,talking,not_looking_road,open,NA,highway,rain,morning,medium,severe_over,0.561
unclassified,none,NA,only_left,talking,not_looking_road,opening,NA,urban,snow,evening,medium,severe_over,0.652
unclassified,none,NA,only_left,talking,not_looking_road,undefined,NA,highway,snow,night,high,severe_over,0.721
unclassified,none,NA,only_left,not_talking,looking_road,close,NA,rural,rain,evening,medium,none,0.414
unclassified,none,NA,only_left,not_talking,looking_road,closing,NA,urban,fog,afternoon,high,under,0.48
unclassified,none,NA,only_left,not_talking,looking_road,open,NA,urban,rain,morning,medium,severe_over,0.406
unclassified,none,NA,only_left,not_talking,looking_road,opening,NA,urban,clear,evening,high,under,0.406
unclassified,none,NA,only_left,not_talking,looking_road,undefined,NA,urban,clear,evening,medium,severe_over,0.439
unclassified,none,NA,only_left,not_talking,not_looking_road,close,NA,rural,rain,afternoon,high,none,0.516
unclassified,none,NA,only_left,not_talking,not_looking_road,closing,NA,highway,snow,evening,high,severe_over,0.701
unclassified,none,NA,only_left,not_talking,not_looking_road,open,NA,urban,rain,morning,high,severe_over,0.529
unclassified,none,NA,only_left,not_talking,not_looking_road,opening,NA,highway,fog,evening,medium,under,0.566
unclassified,none,NA,only_left,not_talking,not_looking_road,undefined,NA,urban,rain,evening,medium,severe_over,0.578
unclassified,none,NA,only_left,Yawning,looking_road,close,NA,highway,rain,evening,high,severe_over,0.561
unclassified,none,NA,only_left,Yawning,looking_road,closing,NA,urban,fog,morning,high,severe_over,0.516
unclassified,none,NA,only_left,Yawning,looking_road,open,NA,highway,clear,afternoon,medium,over,0.377
unclassified,none,NA,only_left,Yawning,looking_road,opening,NA,rural,clear,afternoon,medium,severe_over,0.402
unclassified,none,NA,only_left,Yawning,looking_road,undefined,NA,highway,clear,evening,medium,over,0.43
unclassified,none,NA,only_left,Yawning,not_looking_road,close,NA,highway,clear,afternoon,high,none,0.516
unclassified,none,NA,only_left,Yawning,not_looking_road,closing,NA,highway,rain,evening,medium,severe_over,0.635
unclassified,none,NA,only_left,Yawning,not_looking_road,open,NA,urban,snow,afternoon,high,severe_over,0.59
unclassified,none,NA,only_left,Yawning,not_looking_road,opening,NA,urban,rain,afternoon,medium,severe_over,0.557
unclassified,none,NA,only_left,Yawning,not_looking_road,undefined,NA,urban,snow,evening,medium,severe_over,0.619
unclassified,none,NA,only_right,talking,looking_road,close,NA,highway,clear,evening,medium,under,0.471
unclassified,none,NA,only_right,talking,looking_road,closing,NA,highway,fog,evening,high,severe_over,0.615
unclassified,none,NA,only_right,talking,looking_road,open,NA,highway,rain,morning,low,severe_over,0.447
unclassified,none,NA,only_right,talking,looking_road,opening,NA,urban,rain,afternoon,high,severe_over,0.516
unclassified,none,NA,only_right,talking,looking_road,undefined,NA,rural,rain,evening,high,under,0.463
unclassified,none,NA,only_right,talking,not_looking_road,close,NA,urban,rain,morning,medium,under,0.545
unclassified,none,NA,only_right,talking,not_looking_road,closing,NA,highway,fog,morning,medium,under,0.59
unclassified,none,NA,only_right,talking,not_looking_road,open,NA,urban,clear,evening,high,none,0.48
unclassified,none,NA,only_right,talking,not_looking_road,opening,NA,highway,snow,morning,medium,severe_over,0.635
unclassified,none,NA,only_right,talking,not_looking_road,undefined,NA,rural,fog,morning,high,none,0.516
unclassified,none,NA,only_right,not_talking,looking_road,close,NA,highway,clear,evening,medium,over,0.463
unclassified,none,NA,only_right,not_talking,looking_road,closing,NA,urban,snow,evening,medium,under,0.496
unclassified,none,NA,only_right,not_talking,looking_road,open,NA,highway,rain,evening,medium,severe_over,0.471
unclassified,none,NA,only_right,not_talking,looking_road,opening,NA,highway,fog,evening,high,under,0.492
unclassified,none,NA,only_right,not_talking,looking_road,undefined,NA,urban,rain,morning,low,severe_over,0.422
unclassified,none,NA,only_right,not_talking,not_looking_road,close,NA,urban,fog,afternoon,high,under,0.578
unclassified,none,NA,only_right,not_talking,not_looking_road,closing,NA,highway,fog,morning,medium,severe_over,0.615
unclassified,none,NA,only_right,not_talking,not_looking_road,open,NA,rural,fog,evening,high,severe_over,0.574
unclassified,none,NA,only_right,not_talking,not_looking_road,opening,NA,urban,clear,morning,medium,under,0.439
unclassified,none,NA,only_right,not_talking,not_looking_road,undefined,NA,rural,rain,evening,medium,under,0.504
unclassified,none,NA,only_right,Yawning,looking_road,close,NA,rural,rain,evening,high,severe_over,0.52
unclassified,none,NA,only_right,Yawning,looking_road,closing,NA,urban,clear,afternoon,medium,over,0.418
unclassified,none,NA,only_right,Yawning,looking_road,open,NA,highway,rain,morning,high,under,0.398
unclassified,none,NA,only_right,Yawning,looking_road,opening,NA,urban,rain,afternoon,medium,severe_over,0.459
unclassified,none,NA,only_right,Yawning,looking_road,undefined,NA,urban,fog,evening,high,severe_over,0.525
unclassified,none,NA,only_right,Yawning,not_looking_road,close,NA,urban,fog,evening,medium,severe_over,0.631
unclassified,none,NA,only_right,Yawning,not_looking_road,closing,NA,urban,snow,evening,medium,severe_over,0.652
unclassified,none,NA,only_right,Yawning,not_looking_road,open,NA,urban,clear,afternoon,high,severe_over,0.508
unclassified,none,NA,only_right,Yawning,not_looking_road,opening,NA,highway,rain,morning,high,severe_over,0.586
unclassified,none,NA,only_right,Yawning,not_looking_road,undefined,NA,urban,clear,evening,high,severe_over,0.561
unclassified,none,NA,hand_on_gear,talking,looking_road,close,NA,rural,fog,night,high,severe_over,0.578
unclassified,none,NA,hand_on_gear,talking,looking_road,closing,NA,rural,rain,afternoon,medium,under,0.434
unclassified,none,NA,hand_on_gear,talking,looking_road,open,NA,highway,clear,morning,low,severe_over,0.389
unclassified,none,NA,hand_on_gear,talking,looking_road,opening,NA,urban,fog,evening,high,severe_over,0.541
unclassified,none,NA,hand_on_gear,talking,looking_road,undefined,NA,urban,rain,afternoon,high,severe_over,0.5
unclassified,none,NA,hand_on_gear,talking,not_looking_road,close,NA,urban,rain,evening,high,under,0.594
unclassified,none,NA,hand_on_gear,talking,not_looking_road,closing,NA,urban,clear,evening,high,severe_over,0.611
unclassified,none,NA,hand_on_gear,talking,not_looking_road,open,NA,urban,clear,evening,medium,severe_over,0.52
unclassified,none,NA,hand_on_gear,talking,not_looking_road,opening,NA,urban,clear,afternoon,high,none,0.475
unclassified,none,NA,hand_on_gear,talking,not_looking_road,undefined,NA,urban,clear,morning,medium,none,0.43
unclassified,none,NA,hand_on_gear,not_talking,looking_road,close,NA,urban,clear,afternoon,high,severe_over,0.459
unclassified,none,NA,hand_on_gear,not_talking,looking_road,closing,NA,highway,clear,morning,high,under,0.406
unclassified,none,NA,hand_on_gear,not_talking,looking_road,open,NA,rural,rain,afternoon,high,severe_over,0.418
unclassified,none,NA,hand_on_gear,not_talking,looking_road,opening,NA,urban,rain,night,medium,severe_over,0.484
unclassified,none,NA,hand_on_gear,not_talking,looking_road,undefined,NA,rural,fog,morning,high,severe_over,0.451
unclassified,none,NA,hand_on_gear,not_talking,not_looking_road,close,NA,highway,rain,morning,high,severe_over,0.602
unclassified,none,NA,hand_on_gear,not_talking,not_looking_road,closing,NA,urban,rain,afternoon,medium,under,0.516
unclassified,none,NA,hand_on_gear,not_talking,not_looking_road,open,NA,highway,rain,afternoon,high,severe_over,0.557
unclassified,none,NA,hand_on_gear,not_talking,not_looking_road,opening,NA,highway,rain,afternoon,medium,severe_over,0.566
unclassified,none,NA,hand_on_gear,not_talking,not_looking_road,undefined,NA,rural,snow,evening,low,none,0.488
unclassified,none,NA,hand_on_gear,Yawning,looking_road,close,NA,highway,clear,night,medium,under,0.443
unclassified,none,NA,hand_on_gear,Yawning,looking_road,closing,NA,highway,snow,morning,medium,under,0.463
unclassified,none,NA,hand_on_gear,Yawning,looking_road,open,NA,highway,clear,evening,medium,none,0.332
unclassified,none,NA,hand_on_gear,Yawning,looking_road,opening,NA,urban,rain,evening,medium,under,0.406
unclassified,none,NA,hand_on_gear,Yawning,looking_road,undefined,NA,urban,fog,morning,high,severe_over,0.467
unclassified,none,NA,hand_on_gear,Yawning,not_looking_road,close,NA,urban,snow,evening,medium,severe_over,0.635
unclassified,none,NA,hand_on_gear,Yawning,not_looking_road,closing,NA,highway,clear,afternoon,medium,under,0.5
unclassified,none,NA,hand_on_gear,Yawning,not_looking_road,open,NA,rural,rain,evening,low,severe_over,0.496
unclassified,none,NA,hand_on_gear,Yawning,not_looking_road,opening,NA,rural,rain,afternoon,medium,severe_over,0.525
unclassified,none,NA,hand_on_gear,Yawning,not_looking_road,undefined,NA,urban,snow,evening,high,severe_over,0.627
